RecordNo,Author,Year,LatinName,CommonName,Class,StudyPop,GroupID_global,GroupID_fitness_component,Origin,Sex,Age,FitnessProxy,FitnessDetails,FitnessMeasured,Behaviour,BehavCoding,BehavDetails,LevelBehav,LevelFit,Level_GroupID,NInd,Nobs,Analysis,df,dfeff,r_direct,r_method,sign,SignReversed,r,Zr,F,U,chi2,t,z,p,r2,CohenD,estimate,L95CI,U95CI,se,sd,OR,HR,a,Source,SuppMat/Data,Checked,Conditions,Comments,
47,Brommer,2014,Strix aluco,tawny owl,Aves,Finland,E-48,E-48,f,f,a,repro,brood recruitment (1/0),nat,parental care,continuous,tendency to stay at nest when disturbed by human intruder (inverse to reflect antipredator),within,within,1,236,548,MCMC,,,1,direct,neg,1,-0.1,,,,,,,,,,,,,,,,,,table 2b,0,1,,,
47,Brommer,2014,Strix aluco,tawny owl,Aves,Finland,E-48,E-48,f,f,a,repro,clutch size,nat,parental care,continuous,tendency to stay at nest when disturbed by human intruder (inverse to reflect antipredator),phenotypic,phenotypic,2,237,551,MCMC,,,1,direct,pos,1,0.16,,,,,,,,,,,,,,,,,,table 2a,0,1,,,
47,Brommer,2014,Strix aluco,tawny owl,Aves,Finland,E-48,E-48,f,f,a,repro,clutch size,nat,parental care,continuous,tendency to stay at nest when disturbed by human intruder (inverse to reflect antipredator),among,among,2,237,551,MCMC,,,1,direct,pos,1,0.34,,,,,,,,,,,,,,,,,,table 2b,0,1,,,
47,Brommer,2014,Strix aluco,tawny owl,Aves,Finland,E-48,E-48,f,f,a,repro,clutch size,nat,parental care,continuous,tendency to stay at nest when disturbed by human intruder (inverse to reflect antipredator),within,within,2,237,551,MCMC,,,1,direct,pos,1,0.15,,,,,,,,,,,,,,,,,,table 2b,0,1,,,
49,Burrow,2001,Bos taurus indicus,cow,Mammalia,Australia,E-49,E-49,d,f,a,repro,pregnancy status after mating,nat,stress,continuous,flight speed after leaving weighing crush,phenotypic,phenotypic,1,913,2291,animal repeatability model,,,1,direct,pos,1,0,,,,,,,,,,,,,,,,,,table 4,0,1,,changed sign=np to pos because r=0,
49,Burrow,2001,Bos taurus indicus,cow,Mammalia,Australia,E-49,E-49,d,f,a,repro,pregnancy status after mating,nat,stress,continuous,flight speed after leaving weighing crush,among,among,1,913,2291,animal repeatability model,,,1,direct,pos,1,0,,,,,,,,,,,,,,,,,,table 4,0,1,,changed sign=np to pos because r=0,level=genetic changed to among
50,Burtka,2015,Sialia sialis,eastern bluebird,Aves,USA,E-51,E-51,f,m,a,repro,number of nestlings surviving to fledging,nat,parental care,continuous,number of provisioning visists to nest,phenotypic,phenotypic,0,59,59,mixed effects model,57,,0,Eq 2,neg,1,-0.2356,,3.35,,,,,,,,,,,,,,,,table 2,0,1,,,
50,Burtka,2015,Sialia sialis,eastern bluebird,Aves,USA,E-203,E-203,f,f,a,repro,number of nestlings surviving to fledging,nat,parental care,continuous,number of provisioning visists to nest,phenotypic,phenotypic,0,67,67,mixed effects model,65,,0,Eq 2,neg,1,-0.0304,,0.06,,,,,,,,,,,,,,,,table 2,0,1,,"sign inferred from sentence in ""test of individual personality hypothesis, p.178"": We initially detected a similar relationship in females",
50,Burtka,2015,Sialia sialis,eastern bluebird,Aves,USA,E-203,E-203,f,f,a,repro,number of nestlings surviving to fledging,nat,parental care,continuous,time spent at nest box,phenotypic,phenotypic,0,67,67,mixed effects model,65,,0,Eq 2,neg,1,-0.3254,,7.7,,,,,,,,,,,,,,,,text p.178,0,1,,used results in text that included outliers,
54,Carlson,2014,Lithobates sylvaticus,wood frog,Amphibia,USA,E-53,E-53,w,u,j,survival,survival in paired predation trial,art,boldness,continuous,activity in presence of predator cue,phenotypic,phenotypic,0,20,20,logistic regression,1,,0,chi-square,neg,1,-0.2408,,,,1.16,,,,,,,,,,,,,,in text,0,1,,termed activity in paper,
54,Carlson,2014,Lithobates sylvaticus,wood frog,Amphibia,USA,E-53,E-53,w,u,j,survival,survival in paired predation trial,art,boldness,continuous,change in activity from baseline when predator cue presented,phenotypic,phenotypic,0,20,20,logistic regression,1,,0,chi-square,pos,1,0.0894,,,,0.16,,,,,,,,,,,,,,in text,0,1,,termed responsiveness in paper,
54,Carlson,2014,Lithobates sylvaticus,wood frog,Amphibia,USA,E-53,E-53,w,u,j,survival,survival in paired predation trial,art,boldness,continuous,avoidance of area where predator cue was presented,phenotypic,phenotypic,0,20,20,logistic regression,1,,0,chi-square,pos,-1,0.0387,,,,0.03,,,,,,,,,,,,,,in text,0,1,,termed avoidance in paper; sign switched to reflect boldness,
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-54,E-54,l,m,a,repro,births/year w/partner,nat,social behaviour,continuous,tendency to smell conspecifics,phenotypic,phenotypic,0,20,20,spearman correlation,,,1,direct,neg,1,-0.65,,,,,,,,,,,,,,,,,,table 4,0,1,,,
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-54,E-54,l,m,a,repro,births/year w/partner,art,aggression,continuous,tendency to chase conspecifics,phenotypic,phenotypic,0,20,20,spearman correlation,,,1,direct,neg,1,-0.23,,,,,,,,,,,,,,,,,,table 4,0,1,,,
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-54,E-54,l,m,a,repro,births/year w/partner,art,exploration,continuous,asocial and reluctant to approach novel objects,phenotypic,phenotypic,0,20,20,spearman correlation,,,1,direct,neg,-1,-0.33,,,,,,,,,,,,,,,,,,table 4,0,1,,sign switched to reflect neophillia,behavioural definitions given in table 1
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-54,E-54,l,m,a,repro,births/year w/partner,art,aggression,continuous,friendly to zookeeper,phenotypic,phenotypic,0,20,20,spearman correlation,,,1,direct,neg,-1,-0.04,,,,,,,,,,,,,,,,,,table 4,0,1,,sign switched to reflect aggression,behavioural definitions given in table 1
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-54,E-54,l,m,a,repro,births/year w/partner,art,aggression,continuous,dominant toward conspecifics,phenotypic,phenotypic,0,20,20,spearman correlation,,,1,direct,neg,1,-0.59,,,,,,,,,,,,,,,,,,table 4,0,1,,,
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-54,E-54,l,m,a,repro,births/year w/partner,art,activity,continuous,tendency to move around and patroll enclosure,phenotypic,phenotypic,0,20,20,spearman correlation,,,1,direct,neg,1,-0.12,,,,,,,,,,,,,,,,,,table 4,0,1,,termed patrolling in text,
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-55,E-55,l,f,a,repro,births/year w/partner,art,social behaviour,continuous,tendency to smell conspecifics,phenotypic,phenotypic,0,23,23,spearman correlation,,,1,direct,neg,1,-0.1,,,,,,,,,,,,,,,,,,table 4,0,1,,,
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-55,E-55,l,f,a,repro,births/year w/partner,art,aggression,continuous,tendency to chase conspecifics,phenotypic,phenotypic,0,23,23,spearman correlation,,,1,direct,neg,1,-0.49,,,,,,,,,,,,,,,,,,table 4,0,1,,,
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-55,E-55,l,f,a,repro,births/year w/partner,art,exploration,continuous,asocial and reluctant to approach novel objects,phenotypic,phenotypic,0,23,23,spearman correlation,,,1,direct,pos,-1,0,,,,,,,,,,,,,,,,,,table 4,0,1,,sign switched to reflect neophillia,behavioural definitions given in table 1
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-55,E-55,l,f,a,repro,births/year w/partner,art,aggression,continuous,friendly to zookeeper,phenotypic,phenotypic,0,23,23,spearman correlation,,,1,direct,pos,-1,0.19,,,,,,,,,,,,,,,,,,table 4,0,1,,sign switched to reflect aggression,behavioural definitions given in table 1
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-55,E-55,l,f,a,repro,births/year w/partner,art,aggression,continuous,dominant toward conspecifics,phenotypic,phenotypic,0,23,23,spearman correlation,,,1,direct,pos,1,0.18,,,,,,,,,,,,,,,,,,table 4,0,1,,,
55,Carlstead,1999,Diceros bicornis,black rhinoceros,Mammalia,USA,E-55,E-55,l,f,a,repro,births/year w/partner,art,activity,continuous,tendency to move around and patroll enclosure,phenotypic,phenotypic,0,23,23,spearman correlation,,,1,direct,pos,1,0.09,,,,,,,,,,,,,,,,,,table 4,0,1,,termed patrolling in text,
58,Class,2014,Cyanistes caeruleus,blue tit,Aves,Finland,E-56,E-56,w,b,a,survival,recapture probability in subsequent years,nat,stress,continuous,breathing rate during capture,phenotypic,phenotypic,0,896,896,logistic regression,,,0,Eq 10,neg,1,-0.0742,,,,,,,,,-0.148858802,-0.27,,,,,,,,table S2,0,1,,estimate for handling aggression not presented in paper and data not available: contact author?,
58,Class,2014,Cyanistes caeruleus,blue tit,Aves,Finland,E-56,E-56,w,b,a,survival,recapture probability in subsequent years,nat,stress,continuous,aggression toward observer during handling,phenotypic,phenotypic,0,896,896,logistic regression,,,0,Eq 10,pos,1,0.0039,,,,,,,,,0.00774777,0.0140529,,,,,,,,author,0,1,,,
59,Colchester,2016,Cyanistes caeruleus,blue tit,Aves,UK,E-165,E-165,f,f,a,repro,mean offsping weight,nat,exploration,continuous,change in provisioning rate from baseline rate when exposed to a novel object at the nest,phenotypic,phenotypic,0,17,17,GLMM,2,,0,Eq 2,pos,1,0.1914,,,,0.623,,,,,,,,,,,,,,in text,0,1,,used offspring weight instead of survival because appropriate stats not available for offspring survival,
59,Colchester,2016,Cyanistes caeruleus,blue tit,Aves,UK,E-166,E-166,f,m,a,repro,mean offsping weight,nat,exploration,continuous,change in provisioning rate from baseline rate when exposed to a novel object at the nest,phenotypic,phenotypic,0,17,17,GLMM,2,,0,Eq 2,pos,1,0.2244,,,,0.856,,,,,,,,,,,,,,in text,0,1,,used offspring weight instead of survival because appropriate stats not available for offspring survival,
61,Contreras-Garduno,2007,Hetaerina americana,american rubyspot damselfly,Insecta,Mexico,E-57,E-57,w,m,a,survival,survivorship over 24 hrs,art,aggression,categorical,tendency to hold a territory over 2 days,phenotypic,phenotypic,0,30,30,2x2 contingency,1,,0,2x2 contingency,pos,1,0.2261,,,,,,,,,,,,,,,,,,in text,0,1,,,
62,Cooke,2011,Bos taurus indicus,cow,Mammalia,Brazil,E-58,E-58,d,f,a,repro,pregnant yes/no at capture,art,stress,continuous,individual average of chute score and exit score,phenotypic,phenotypic,0,761,761,biserial correlation,,,1,direct,neg,1,-0.1064,,,,,,,,,,-0.22082,,,,,,,4.202375769,fig 1,0,1,,,
62,Cooke,2011,Bos taurus indicus,cow,Mammalia,Brazil,E-58,E-58,d,f,a,repro,pregnant yes/no at capture,art,stress,continuous,chute score: calm to violent,phenotypic,phenotypic,0,761,761,biserial correlation,,,1,direct,neg,1,-0.0648,,,,,,,,,,-0.13405,,,,,,,4.197319785,fig 3,0,1,,,
62,Cooke,2011,Bos taurus indicus,cow,Mammalia,Brazil,E-58,E-58,d,f,a,repro,pregnant yes/no at capture,art,stress,continuous,exit quintile based on velocity of chute exit,phenotypic,phenotypic,0,761,761,biserial correlation,,,1,direct,neg,1,-0.1063,,,,,,,,,,-0.155334,,,,,,,4.202375769,fig 4,0,1,,,
62,Cooke,2011,Bos taurus indicus,cow,Mammalia,Brazil,E-58,E-58,d,f,a,repro,pregnant yes/no at capture,art,stress,categorical,calm or exitable based on average of chute score and exit velocity,phenotypic,phenotypic,0,761,761,2x2 contingency,1,,0,2x2 contingency,neg,1,-0.0632,,,,,,,,,,,,,,,,,,fig 2,0,1,,,
63,Cooke,2017,Bos taurus indicus,cow,Mammalia,Brazil,E-87,E-87,d,f,a,repro,pregnant yes/no at capture,art,stress,categorical,individual average of chute score and exit score,phenotypic,phenotypic,0,953,953,2x2 contingency,1,,0,2x2 contingency,neg,1,-0.0385,,,,,,,,,,,,,,,,,,table 2,0,1,,,
63,Cooke,2017,Bos taurus indicus,cow,Mammalia,Brazil,E-87,E-87,d,f,a,repro,calf survival from birth to weaning,art,stress,categorical,individual average of chute score and exit score,phenotypic,phenotypic,0,698,698,2x2 contingency,1,,0,2x2 contingency,pos,1,0.0119,,,,,,,,,,,,,,,,,,table 3,0,1,,"sample size represents total number of calves, not mothers",
65,Costanzo,2018,Hirundo rustica,barn swallow,Aves,Italy,E-59,E-59,w,m,a,survival,apparent survival to next breeding season,nat,stress,continuous,"agitation in response to human handling, ordinal scale",phenotypic,phenotypic,0,138,138,logistic regression,,,1,direct,pos,1,0.03,,,,,,,,,0.023646015,0.05,,,0.18,2.114521222,,,,in text,error,1,,extracted Kendall's correlation,
65,Costanzo,2018,Hirundo rustica,barn swallow,Aves,Italy,E-60,E-60,w,f,a,survival,apparent survival to next breeding season,nat,stress,continuous,"agitation in response to human handling, ordinal scale",phenotypic,phenotypic,0,129,129,logistic regression,,,1,direct,pos,1,0.29,,,,,,,,,0.28267108,0.61,,,0.19,2.157985171,,,,in text,error,1,,extracted Kendall's correlation,
66,Cote,2008,Lacerta vivipara,common lizard,Reptilia,France,E-61,E-114,l,b,j,survival,post-hibernation survival,art,social behaviour,continuous,social tolerance: willingness to spend time in shelter in presence of conspecific odour rather than outside shelter without odour,phenotypic,phenotypic,0,145,145,logistic regression,94,,0,Eq 2,neg,1,-0.1713,,2.84,,,,,,,,,,,,,,,,in text,0,1,high density,high density,
66,Cote,2008,Lacerta vivipara,common lizard,Reptilia,France,E-61,E-115,l,b,j,survival,post-hibernation survival,art,social behaviour,continuous,social tolerance: willingness to spend time in shelter in presence of conspecific odour rather than outside shelter without odour,phenotypic,phenotypic,0,63,63,logistic regression,35,,0,Eq 2,neg,1,-0.4231,,7.63,,,,,,,,,,,,,,,,in text,0,1,low density,low density,
66,Cote,2008,Lacerta vivipara,common lizard,Reptilia,France,E-62,E-62,l,f,j,repro,clutch size,art,social behaviour,continuous,social tolerance: willingness to spend time in shelter in presence of conspecific odour rather than outside shelter without odour,phenotypic,phenotypic,0,8,8,spearman correlation,,,1,direct,pos,1,0.73,,,,,,,,,,,,,,,,,,in text,0,1,,"behaviour tested as juveniles, but fitness outcome measured when mature. Not sure how to code age",no sample size
66,Cote,2008,Lacerta vivipara,common lizard,Reptilia,France,E-62,E-62,l,f,j,repro,clutch size,art,boldness,continuous,time spent basking above shelter,phenotypic,phenotypic,0,8,8,spearman correlation,,,1,direct,neg,1,-0.07,,,,,,,,,,,,,,,,,,in text,0,1,,,
66,Cote,2008,Lacerta vivipara,common lizard,Reptilia,France,E-62,E-62,l,f,j,repro,number of viable offspring,art,social behaviour,continuous,social tolerance: willingness to spend time in shelter in presence of conspecific odour rather than outside shelter without odour,phenotypic,phenotypic,0,4,4,spearman correlation,,,1,direct,pos,1,0.95,,,,,,,,,,,,,,,,,,in text,0,1,,,
66,Cote,2008,Lacerta vivipara,common lizard,Reptilia,France,E-62,E-62,l,f,j,repro,number of viable offspring,art,boldness,continuous,time spent basking above shelter,phenotypic,phenotypic,0,4,4,spearman correlation,,,1,direct,neg,1,-0.24,,,,,,,,,,,,,,,,,,in text,0,1,,,
69,Davidson,2018,Parus major,great tit,Aves,Ireland,E-64,E-64,f,f,a,repro,number of fledglings,nat,exploration,continuous,latency to enter nestbox following addition of novel object,phenotypic,phenotypic,0,38,38,GLMM,28,,0,d to r,pos,-1,0.3803,,,,,,,,,0.320283319,0.77,,,0.39,2.404121461,,,,table 1,1,1,,no repeated measures of clutch size,
69,Davidson,2018,Parus major,great tit,Aves,Ireland,E-64,E-64,f,f,a,repro,number of fledglings,nat,exploration,continuous,time spent inspecting object,phenotypic,phenotypic,0,31,31,GLMM,21,,0,d to r,neg,1,-0.0731,,,,,,,,,-0.146520115,-0.31,,,0.38,2.115750458,,,,table 1,0,1,,no repeated measures of clutch size,
70,Debecker,2016,Ischnura elegans,damselfly,Insecta,Europe,E-65,E-65,l,f,j,survival,lifespan,art,foraging,continuous,number of strikes toward food item,among,phenotypic,0,24,24,pearson correlation,,,1,direct,neg,1,-0.1638,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura elegans,damselfly,Insecta,Europe,E-65,E-65,l,f,j,survival,lifespan,art,boldness,continuous,latency to resume activity following simulated predator attack,among,phenotypic,0,24,24,pearson correlation,,,1,direct,pos,-1,0.135,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura elegans,damselfly,Insecta,Europe,E-168,E-168,l,m,j,survival,lifespan,art,foraging,continuous,number of strikes toward food item,among,phenotypic,0,20,20,pearson correlation,,,1,direct,pos,1,0.4163,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura elegans,damselfly,Insecta,Europe,E-168,E-168,l,m,j,survival,lifespan,art,boldness,continuous,latency to resume activity following simulated predator attack,among,phenotypic,0,20,20,pearson correlation,,,1,direct,pos,-1,0.1687,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura genei,damselfly,Insecta,Europe,E-66,E-66,l,f,j,survival,lifespan,art,foraging,continuous,number of strikes toward food item,among,phenotypic,0,16,16,pearson correlation,,,1,direct,neg,1,-0.4443,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura genei,damselfly,Insecta,Europe,E-66,E-66,l,f,j,survival,lifespan,art,boldness,continuous,latency to resume activity following simulated predator attack,among,phenotypic,0,16,16,pearson correlation,,,1,direct,neg,-1,-0.4829,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura genei,damselfly,Insecta,Europe,E-169,E-169,l,m,j,survival,lifespan,art,foraging,continuous,number of strikes toward food item,among,phenotypic,0,26,26,pearson correlation,,,1,direct,neg,1,-0.0048,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura genei,damselfly,Insecta,Europe,E-169,E-169,l,m,j,survival,lifespan,art,boldness,continuous,latency to resume activity following simulated predator attack,among,phenotypic,0,26,26,pearson correlation,,,1,direct,neg,-1,-0.0626,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura graellsii,damselfly,Insecta,Europe,E-67,E-67,l,f,j,survival,lifespan,art,foraging,continuous,number of strikes toward food item,among,phenotypic,0,38,38,pearson correlation,,,1,direct,neg,1,-0.1263,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
70,Debecker,2016,Ischnura graellsii,damselfly,Insecta,Europe,E-67,E-67,l,f,j,survival,lifespan,art,boldness,continuous,latency to resume activity following simulated predator attack,among,phenotypic,0,38,38,pearson correlation,,,1,direct,pos,-1,0.3291,,,,,,,,,,,,,,,,,,raw data,1,1,,used control individuals (no pesticide exposure); calculated avg or pre and post 'exposure' behavioural measures,
